<hgeokg/resource/258646143>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/2716231259>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2178743034>
<hgeokg/resource/2717293880>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034056>
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4316345593>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/266149365>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2678650716>
<hgeokg/resource/266170759>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Pub>
<hgeokg/resource/3679391773>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149299>
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/266170757>	<Point_pois-Intersect-Polygon_buildings>	<hgeokg/resource/266170766>
<hgeokg/resource/2774949526>	<hgeokg/schema/website>	website-http://www.forever21.com/
<hgeokg/resource/397795464>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/1426250385>	<hgeokg/schema/website>	website-https://www.starbucks.com/store-locator/store/13918/43rd-broadway-1500-broadway-new-york-ny-100364015-us
<hgeokg/resource/266149329>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/702540318>	<Line_railway-Intersect-Point_pois>	<hgeokg/resource/823979088>
<hgeokg/resource/525729008>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/819626511>
<hgeokg/resource/525428785>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2178743031>
<hgeokg/resource/167922072>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/817036020>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/569345544>
<hgeokg/resource/477374247>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/2717543654>	<hgeokg/schema/wikipedia>	wikipedia-en:The Town Hall
<hgeokg/resource/2610440256>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/2716231115>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034056>
<hgeokg/resource/7006780985>	<hgeokg/schema/brandWikipedia>	brandWikipedia-en:Cinnabon
<hgeokg/resource/266034050>	<hgeokg/schema/oldName>	oldName-Ford Center for the Performing Arts;Hilton Theatre;Foxwoods Theatre
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2678466842>
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170766>
<hgeokg/resource/6262714386>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/5341456177>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/PublicTransportPlatform>
<hgeokg/resource/4316345593>	<hgeokg/schema/openingHours>	openingHours-Mo, Su 08:00-23:00; Tu-Sa 08:00-24:00
<hgeokg/resource/266149332>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266033991>
<hgeokg/resource/266774911>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/167922072>
<hgeokg/resource/1426250385>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3974095815>
<hgeokg/resource/258646144>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/477374247>
<hgeokg/resource/813741990>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/682360554>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4447034701>
<hgeokg/resource/266170835>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2611782753>
<hgeokg/resource/4757137103>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717293880>
<hgeokg/resource/266149298>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149365>
<hgeokg/resource/1426250385>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4316345593>
<hgeokg/resource/3974095815>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041026>
<hgeokg/resource/1752843998>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170764>
<hgeokg/resource/477374247>	<hgeokg/schema/nameEn>	nameEn-Broadway
<hgeokg/resource/719086615>	<hgeokg/schema/gauge>	gauge-1435
<hgeokg/resource/266149328>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149300>
<hgeokg/resource/682360554>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/42496352>
<hgeokg/resource/1426276530>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/643414350>
<hgeokg/resource/477374247>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/597937477>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/7006780985>
<hgeokg/resource/163629929>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266774911>
<hgeokg/resource/823979090>	<Line_railway-Intersect-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/2611782753>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170835>
<hgeokg/resource/1752822408>	<hgeokg/schema/addrHousenumber>	addrHousenumber-1515
<hgeokg/resource/46695596>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266170536>
<hgeokg/resource/266170764>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1487449793>
<hgeokg/resource/266149338>	<http://www.w3.org/2000/01/rdf-schema#label>	Times Square Building
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/5341456858>	<http://www.w3.org/2000/01/rdf-schema#label>	8th Avenue & West 45th Street
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170540>
<hgeokg/resource/4385240481>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149330>
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/7139389687>
<hgeokg/resource/3576199>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/420494981>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/702540318>
<hgeokg/resource/163474780>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149345>
<hgeokg/resource/5032403221>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/2716231115>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345543>
<hgeokg/resource/5825512054>	<http://www.w3.org/2000/01/rdf-schema#label>	H&M
<hgeokg/resource/5341456177>	<hgeokg/schema/bus>	bus-yes
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/2178743034>	<hgeokg/schema/cuisine>	cuisine-coffee_shop
<hgeokg/resource/266170766>	<Point_pofw-Adjacent-Polygon_buildings>	<hgeokg/resource/357620498>
<hgeokg/resource/163629929>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5825512054>
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/3974095816>
<hgeokg/resource/484012802>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/RailwaySubway>
<hgeokg/resource/643414350>	<http://www.w3.org/2000/01/rdf-schema#label>	Hard Rock Cafe
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170540>
<hgeokg/resource/42496352>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/6133822485>
<hgeokg/resource/266149302>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/260180778>
<hgeokg/resource/2774949526>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/817036020>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/3576199>
<hgeokg/resource/4350615591>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/357620498>	<Point_pofw-Adjacent-Point_pois>	<hgeokg/resource/2717543654>
<hgeokg/resource/266034046>	<http://www.w3.org/2000/01/rdf-schema#label>	Times Square Theater
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149299>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2678466842>
<hgeokg/resource/397795464>	<hgeokg/schema/wikipedia>	wikipedia-en:Seventh Avenue (Manhattan)
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426275725>
<hgeokg/resource/1752843998>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/163629929>
<hgeokg/resource/7139389687>	<Point_pofw-Adjacent-Point_pois>	<hgeokg/resource/357620498>
<hgeokg/resource/566445454>	<hgeokg/schema/wikipedia>	wikipedia-en:International Center of Photography
<hgeokg/resource/397795463>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170755>
<hgeokg/resource/569345544>	<http://www.w3.org/2000/01/rdf-schema#label>	7th Avenue
<hgeokg/resource/157835453>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5172045822>
<hgeokg/resource/3974095815>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170764>
<hgeokg/resource/163474780>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2678650716>
<hgeokg/resource/1487449793>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/266034056>	<hgeokg/schema/internetAccess>	internetAccess-wlan
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/823979088>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266170536>
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/6501259685>
<hgeokg/resource/657134182>	<http://www.w3.org/2000/01/rdf-schema#label>	Times Square
<hgeokg/resource/7653858222>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266034050>
<hgeokg/resource/266170764>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1022617
<hgeokg/resource/2678466842>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/823979088>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/226041025>
<hgeokg/resource/266149332>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149298>
<hgeokg/resource/163631696>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1753205377>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/1426276530>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034047>
<hgeokg/resource/86121621>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/BuildingCommercial>
<hgeokg/resource/657134182>	<Polygon_landuse-Intersect-Polygon_buildings>	<hgeokg/resource/42496352>
<hgeokg/resource/4708888897>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/266149336>
<hgeokg/resource/819626511>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5987980586>
<hgeokg/resource/3679396691>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/PublicTransportPlatform>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/4350615591>
<hgeokg/resource/266149325>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149336>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/1752843998>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/266149336>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149300>
<hgeokg/resource/266149298>	<hgeokg/schema/startDate>	startDate-1927
<hgeokg/resource/817036020>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266170536>
<hgeokg/resource/484012802>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/6501259685>
<hgeokg/resource/266149325>	<hgeokg/schema/wikipedia>	wikipedia-en:John Golden Theatre
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/260180778>
<hgeokg/resource/266170758>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/3708656757>
<hgeokg/resource/266034080>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/7653858222>
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360553>
<hgeokg/resource/3576199>	<hgeokg/schema/type>	type-multipolygon
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2717293880>
<hgeokg/resource/2716231111>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034047>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034050>
<hgeokg/resource/266149345>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/397795464>	<hgeokg/schema/sidewalk>	sidewalk-both
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/266170751>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170764>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4350615591>
<hgeokg/resource/4755575515>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979088>
<hgeokg/resource/1426275725>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6501259685>
<hgeokg/resource/823979088>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/682360554>
<hgeokg/resource/266170760>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041026>
<hgeokg/resource/266149345>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Theatre>
<hgeokg/resource/823979090>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/7613305940>
<hgeokg/resource/4858838221>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/266149373>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/397795464>
<hgeokg/resource/823979088>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/266149299>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1080841
<hgeokg/resource/258646144>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/266170758>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/7172247185>
<hgeokg/resource/3974095815>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1753205377>
<hgeokg/resource/266170764>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170757>
<hgeokg/resource/3576199>	<hgeokg/schema/nycdoittBin>	nycdoittBin-1022613
<hgeokg/resource/266149373>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/3679391773>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/258646143>	<Line_railway-Adjacent-Point_pois>	<hgeokg/resource/823979089>
<hgeokg/resource/1752843998>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/42496352>
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979135>
<hgeokg/resource/266170534>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170800>
<hgeokg/resource/3576199>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4316345593>
<hgeokg/resource/266149373>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/477374247>
<hgeokg/resource/823979088>	<hgeokg/schema/frequency>	frequency-0
<hgeokg/resource/266149328>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/569345543>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5825512054>
<hgeokg/resource/266170764>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/266034056>	<hgeokg/schema/internetAccessFee>	internetAccessFee-yes
<hgeokg/resource/163474780>	<hgeokg/schema/addrHousenumber>	addrHousenumber-1535
<hgeokg/resource/484012802>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/266170825>
<hgeokg/resource/266034056>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231269>
<hgeokg/resource/266170757>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/TourismHotel>
<hgeokg/resource/682360554>	<hgeokg/schema/cyclewayLeft>	cyclewayLeft-track
<hgeokg/resource/397795463>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170758>
<hgeokg/resource/266034046>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5987980586>
<hgeokg/resource/2774949526>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/2716231111>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231269>
<hgeokg/resource/2611782760>	<hgeokg/schema/internetAccess>	internetAccess-wlan
<hgeokg/resource/258646143>	<hgeokg/schema/minHeight>	minHeight-3.7
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5987980586>
<hgeokg/resource/4858838221>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/7613305940>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2676979135>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266034050>
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/4661316591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170544>
<hgeokg/resource/266170545>	<hgeokg/schema/buildingLevels>	buildingLevels-13
<hgeokg/resource/4755575515>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795463>
<hgeokg/resource/3974095815>	<http://www.w3.org/2000/01/rdf-schema#label>	BXL Cafe
<hgeokg/resource/163474780>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/702540318>
<hgeokg/resource/266034080>	<Polygon_landuse-Intersect-Polygon_buildings>	<hgeokg/resource/657134182>
<hgeokg/resource/2678466841>	<hgeokg/schema/startDate>	startDate-2015
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149336>
<hgeokg/resource/2717543654>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/4708888897>	<hgeokg/schema/bus>	bus-yes
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4350615591>
<hgeokg/resource/1899033653>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1899033652>
<hgeokg/resource/266034080>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Polygon>
<hgeokg/resource/2178743034>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231115>
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/5172045822>
<hgeokg/resource/1752822408>	<hgeokg/schema/website>	website-http://minskofftheatre.com/
<hgeokg/resource/4755575515>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979157>
<hgeokg/resource/4350615591>	<hgeokg/schema/addrPostcode>	addrPostcode-10019
<hgeokg/resource/5528676228>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170534>
<hgeokg/resource/817036020>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/643414350>
<hgeokg/resource/823979087>	<hgeokg/schema/level>	level--2
<hgeokg/resource/266170766>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/5528676228>
<hgeokg/resource/266149328>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4757137104>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034080>
